population_size,selection_ratio,mean_F,std_F,mean_time_s,feasible_pct
50,0.3,0.9729003687806738,0.005151105114010026,2.9469059333302234,100.0
50,0.5,0.9717727189824682,0.0007799237484506402,2.7057496000052197,100.0
50,0.7,0.9918170695606446,0.008318012941593596,2.911460500001946,100.0
100,0.3,0.9658867108194644,0.0019604770580808396,2.8558709999973266,100.0
100,0.5,0.9697205357617176,0.005852241039278452,2.7801823333332627,100.0
100,0.7,0.971021638178407,0.007991517859553297,2.3951389999953485,100.0
200,0.3,0.9672145728686237,0.0017214469955523037,2.450428533338709,100.0
200,0.5,0.9754835775367271,0.005699566709480901,2.45261579999836,100.0
200,0.7,0.9730238353178752,0.0032318320364784804,3.7068493000018257,100.0
